,PLACA,FECHAPASO,HORAPASO,ZONA
0,MNU565,1/2/2018 00:00:00,30/12/1899 05:06:58,Premium Plaza
1,KBT964,1/2/2018 00:00:00,30/12/1899 05:43:12,exito del Poblado
2,KBT964,1/2/2018 00:00:00,30/12/1899 05:45:27,Mondongos
3,ITX936,1/2/2018 00:00:00,30/12/1899 06:31:00,Carrefour Apolo - Puente 4 Sur
4,EKK801,1/2/2018 00:00:00,30/12/1899 07:03:15,Fabrica de Licores
5,MOY387,1/2/2018 00:00:00,30/12/1899 07:14:35,Don Quijote
6,FGJ136,1/2/2018 00:00:00,30/12/1899 07:26:11,Tugo II
7,FGJ136,1/2/2018 00:00:00,30/12/1899 07:29:18,Servientrega - R
8,EKR425,1/2/2018 00:00:00,30/12/1899 07:44:04,Las Palmas
9,FBX643,1/2/2018 00:00:00,30/12/1899 07:46:23,Alpujarra - R
10,KHS186,1/2/2018 00:00:00,30/12/1899 07:48:13,Bomba Esso - Las Vegas
11,KHS186,1/2/2018 00:00:00,30/12/1899 07:52:19,exito del Poblado
12,MST604,1/2/2018 00:00:00,30/12/1899 07:52:41,Carrefour Apolo - Puente 4 Sur
13,KHS186,1/2/2018 00:00:00,30/12/1899 07:55:44,Mondongos
14,ELM925,1/2/2018 00:00:00,30/12/1899 07:58:50,Palos Verdes
15,KBT964,1/2/2018 00:00:00,30/12/1899 08:00:02,10 Hotel
16,DHY119,1/2/2018 00:00:00,30/12/1899 08:07:37,La Mota
17,DFY102,1/2/2018 00:00:00,30/12/1899 08:08:33,CAI Minorista 
18,KHG517,1/2/2018 00:00:00,30/12/1899 08:23:25,Campos de Paz
19,KBV558,1/2/2018 00:00:00,30/12/1899 08:23:41,Guayabal
20,KBV558,1/2/2018 00:00:00,30/12/1899 08:27:04,Cristo Rey S-N
21,MST604,1/2/2018 00:00:00,30/12/1899 08:28:43,Servientrega - D
22,KBV558,1/2/2018 00:00:00,30/12/1899 08:32:44,Barrio Antioquia
23,ELM925,1/2/2018 00:00:00,30/12/1899 08:38:41,exito del Poblado
24,MNL789,1/2/2018 00:00:00,30/12/1899 08:43:00,Almendros
25,MOP747,1/2/2018 00:00:00,30/12/1899 08:48:16,Don Quijote
26,MNL789,1/2/2018 00:00:00,30/12/1899 08:51:26,Carrefour Apolo - Puente 4 Sur
27,MOP747,1/2/2018 00:00:00,30/12/1899 08:52:45,Almendros
28,MOP747,1/2/2018 00:00:00,30/12/1899 09:02:14,Bomba Esso - Las Vegas
29,DHY119,1/2/2018 00:00:00,30/12/1899 09:13:11,Aeroparque Juan Pablo II
30,MNL789,1/2/2018 00:00:00,30/12/1899 09:32:04,Guayabal
31,MNM244,1/2/2018 00:00:00,30/12/1899 09:34:52,Cementerio Universal
32,FBP847,1/2/2018 00:00:00,30/12/1899 09:34:59,Carrefour Apolo - Puente 4 Sur
33,MNN689,1/2/2018 00:00:00,30/12/1899 09:35:32,Campos de Paz
34,MNN689,1/2/2018 00:00:00,30/12/1899 09:39:45,Aeroparque Juan Pablo II
35,MNL789,1/2/2018 00:00:00,30/12/1899 09:40:07,Bodegas Olaya
36,EKW374,1/2/2018 00:00:00,30/12/1899 09:48:23,Servientrega - D
37,FAM813,1/2/2018 00:00:00,30/12/1899 09:54:57,Cristo Rey S-N
38,FCV756,1/2/2018 00:00:00,30/12/1899 10:09:25,Transversal Superior
39,FGO667,1/2/2018 00:00:00,30/12/1899 10:13:03,La Iguana
40,KHG517,1/2/2018 00:00:00,30/12/1899 10:28:32,Estacion Metro Estadio
41,KHG517,1/2/2018 00:00:00,30/12/1899 10:42:01,Carrefour Apolo - Puente 4 Sur
42,EKK801,1/2/2018 00:00:00,30/12/1899 10:43:05,Campos de Paz
43,MFV743,1/2/2018 00:00:00,30/12/1899 10:49:11,Cementerio Universal
44,EKK801,1/2/2018 00:00:00,30/12/1899 10:49:11,Aeroparque Juan Pablo II
45,AUS273,1/2/2018 00:00:00,30/12/1899 10:56:26,Tugo II
46,AUS273,1/2/2018 00:00:00,30/12/1899 11:00:13,Servientrega - D
47,EKV319,1/2/2018 00:00:00,30/12/1899 11:03:27,Sauces
48,CKG936,1/2/2018 00:00:00,30/12/1899 11:07:41,Barrio Antioquia
49,FAV822,1/2/2018 00:00:00,30/12/1899 11:09:46,Alpujarra - R
50,MNS963,1/2/2018 00:00:00,30/12/1899 11:27:09,Cristo Rey N-S
51,KIX871,1/2/2018 00:00:00,30/12/1899 11:28:51,Premium Plaza
52,KHS186,1/2/2018 00:00:00,30/12/1899 11:41:24,Bomba Esso - Las Vegas
53,MNP616,1/2/2018 00:00:00,30/12/1899 11:46:23,Aeroparque Juan Pablo II
54,MNL789,1/2/2018 00:00:00,30/12/1899 11:53:00,Cementerio Universal
55,FCV756,1/2/2018 00:00:00,30/12/1899 11:55:42,Las Palmas
56,EWX390,1/2/2018 00:00:00,30/12/1899 11:57:32,Tugo II
57,KIZ412,1/2/2018 00:00:00,30/12/1899 11:58:24,Servientrega - D
58,EWX390,1/2/2018 00:00:00,30/12/1899 12:00:40,Servientrega - R
59,MNS963,1/2/2018 00:00:00,30/12/1899 12:03:25,Campos de Paz
60,MSR546,1/2/2018 00:00:00,30/12/1899 12:20:19,Tugo II
61,MNL789,1/2/2018 00:00:00,30/12/1899 13:06:17,Las Palmas
62,MNL789,1/2/2018 00:00:00,30/12/1899 13:11:25,Chuscalito las Palmas
63,MNS161,1/2/2018 00:00:00,30/12/1899 13:16:25,La Mota
64,MNL789,1/2/2018 00:00:00,30/12/1899 13:26:02,Chuscalito las Palmas
65,MSR546,1/2/2018 00:00:00,30/12/1899 13:28:15,Las Palmas
66,MNL789,1/2/2018 00:00:00,30/12/1899 13:31:08,Las Palmas
67,FAV822,1/2/2018 00:00:00,30/12/1899 13:34:39,Alpujarra - R
68,MNP616,1/2/2018 00:00:00,30/12/1899 13:39:17,La Mota
69,FBP847,1/2/2018 00:00:00,30/12/1899 14:06:27,Servientrega - D
70,LJA075,1/2/2018 00:00:00,30/12/1899 14:06:34,Tugo II
71,KMS578,1/2/2018 00:00:00,30/12/1899 14:06:39,Tugo II
72,LJA075,1/2/2018 00:00:00,30/12/1899 14:09:50,Servientrega - R
73,KMS578,1/2/2018 00:00:00,30/12/1899 14:10:20,Servientrega - R
74,MMQ780,1/2/2018 00:00:00,30/12/1899 14:18:52,Alpujarra - R
75,FCL797,1/2/2018 00:00:00,30/12/1899 14:18:55,Campos de Paz
76,FGW001,1/2/2018 00:00:00,30/12/1899 14:31:35,Campos de Paz
77,FCL797,1/2/2018 00:00:00,30/12/1899 14:36:39,Aeroparque Juan Pablo II
78,MMW494,1/2/2018 00:00:00,30/12/1899 14:53:29,Bomba Esso - Las Vegas
79,KIX871,1/2/2018 00:00:00,30/12/1899 15:11:25,Sauces
80,MNR255,1/2/2018 00:00:00,30/12/1899 15:14:45,Mediterraneo
81,MMW494,1/2/2018 00:00:00,30/12/1899 15:18:41,Servientrega - D
82,MNL789,1/2/2018 00:00:00,30/12/1899 15:18:50,Almendros
83,FCK823,1/2/2018 00:00:00,30/12/1899 15:25:06,Transversal Superior
84,MNL789,1/2/2018 00:00:00,30/12/1899 15:53:01,Las Palmas
85,KIX871,1/2/2018 00:00:00,30/12/1899 16:00:33,exito de la 70
86,MNQ682,1/2/2018 00:00:00,30/12/1899 16:09:58,Mondongos
87,KIX871,1/2/2018 00:00:00,30/12/1899 16:14:33,Las Palmas
88,MNP616,1/2/2018 00:00:00,30/12/1899 16:31:07,Aeroparque Juan Pablo II
89,FGW001,1/2/2018 00:00:00,30/12/1899 17:03:40,Aeroparque Juan Pablo II
90,HFK128,1/2/2018 00:00:00,30/12/1899 17:03:40,Chuscalito las Palmas
91,MOP747,1/2/2018 00:00:00,30/12/1899 17:05:46,Servientrega - D
92,FCR687,1/2/2018 00:00:00,30/12/1899 17:05:51,Chuscalito las Palmas
93,MMX927,1/2/2018 00:00:00,30/12/1899 17:11:02,Cementerio Universal
94,FCR687,1/2/2018 00:00:00,30/12/1899 17:11:40,Las Palmas
95,FGU225,1/2/2018 00:00:00,30/12/1899 17:29:13,Transversal Superior
96,FAV822,1/2/2018 00:00:00,30/12/1899 17:40:47,Mondongos
97,FCL797,1/2/2018 00:00:00,30/12/1899 17:48:33,Fabrica de Licores
98,EKM027,1/2/2018 00:00:00,30/12/1899 17:56:30,exito del Poblado
99,ITX936,1/2/2018 00:00:00,30/12/1899 18:09:05,Campos de Paz
100,EKM027,1/2/2018 00:00:00,30/12/1899 18:10:24,Chuscalito las Palmas
101,BRR124,1/2/2018 00:00:00,30/12/1899 18:55:29,Mediterraneo
102,MNP616,1/2/2018 00:00:00,30/12/1899 19:01:37,CAI Minorista 
103,MNS161,1/2/2018 00:00:00,30/12/1899 19:04:29,La Mota
104,DHY119,1/2/2018 00:00:00,30/12/1899 19:06:00,Aeroparque Juan Pablo II
105,DXX951,1/2/2018 00:00:00,30/12/1899 19:08:46,Transversal Superior
106,MNS161,1/2/2018 00:00:00,30/12/1899 19:12:34,Fabrica de Licores
107,MNN689,1/2/2018 00:00:00,30/12/1899 19:14:25,Fabrica de Licores
108,FBX643,1/2/2018 00:00:00,30/12/1899 19:16:52,Carrefour Apolo - Puente 4 Sur
109,DHY119,1/2/2018 00:00:00,30/12/1899 19:18:07,Las Palmas
110,MSR546,1/2/2018 00:00:00,30/12/1899 19:27:08,Premium Plaza
111,FCR687,1/2/2018 00:00:00,30/12/1899 19:34:40,Palo x Huevo 
112,MNU565,1/2/2018 00:00:00,30/12/1899 19:35:21,Mediterraneo
113,DHY119,1/2/2018 00:00:00,30/12/1899 19:40:13,10 Hotel
114,KHG517,1/2/2018 00:00:00,30/12/1899 20:02:38,Bodegas Olaya
115,KHG517,1/2/2018 00:00:00,30/12/1899 20:10:48,Las Palmas
116,KHG517,1/2/2018 00:00:00,30/12/1899 20:28:16,Estacion Metro Estadio
117,KHO508,1/2/2018 00:00:00,30/12/1899 20:40:46,Chuscalito las Palmas
118,KHG517,1/2/2018 00:00:00,30/12/1899 20:52:02,Alpujarra - R
119,FGW001,1/2/2018 00:00:00,30/12/1899 21:28:00,Fabrica de Licores
120,FAV822,1/2/2018 00:00:00,30/12/1899 21:30:35,Tugo II
121,KHO508,1/2/2018 00:00:00,30/12/1899 22:07:20,Chuscalito las Palmas
122,KGV004,1/2/2018 00:00:00,30/12/1899 22:17:50,Mall Campestre 
123,EKR425,1/2/2018 00:00:00,30/12/1899 22:18:12,Servientrega - D
124,EKU521,1/2/2018 00:00:00,30/12/1899 22:21:04,Servientrega - D
125,KHG517,1/2/2018 00:00:00,30/12/1899 22:55:38,Zoologico Santa Fe
126,KHG517,1/2/2018 00:00:00,30/12/1899 23:39:50,Fabrica de Licores
127,MNT418,2/2/2018 00:00:00,30/12/1899 00:05:44,Mall Campestre 
128,MOQ250,2/2/2018 00:00:00,30/12/1899 01:02:47,Tugo II
129,MNR255,2/2/2018 00:00:00,30/12/1899 01:19:18,Carrefour Apolo - Puente 4 Sur
130,MST604,2/2/2018 00:00:00,30/12/1899 04:12:14,Bodegas Olaya
131,MST604,2/2/2018 00:00:00,30/12/1899 04:31:34,Parque Juanes
132,DHY119,2/2/2018 00:00:00,30/12/1899 05:24:36,Aeroparque Juan Pablo II
133,DHY119,2/2/2018 00:00:00,30/12/1899 05:33:18,Las Palmas
134,FHK060,2/2/2018 00:00:00,30/12/1899 05:48:45,Fabrica de Licores
135,FAV822,2/2/2018 00:00:00,30/12/1899 05:49:40,Carrefour Apolo - Puente 4 Sur
136,MNT890,2/2/2018 00:00:00,30/12/1899 06:09:04,Parque Juanes
137,ITX936,2/2/2018 00:00:00,30/12/1899 06:21:57,Carrefour Apolo - Puente 4 Sur
138,MNT890,2/2/2018 00:00:00,30/12/1899 06:29:09,La Iguana
139,FGJ136,2/2/2018 00:00:00,30/12/1899 06:32:51,Tugo II
140,KBT964,2/2/2018 00:00:00,30/12/1899 06:46:19,exito del Poblado
141,MNU565,2/2/2018 00:00:00,30/12/1899 06:48:33,Mediterraneo
142,MNS963,2/2/2018 00:00:00,30/12/1899 07:03:49,Cristo Rey N-S
143,FAV822,2/2/2018 00:00:00,30/12/1899 07:12:00,Guayabal
144,FAV822,2/2/2018 00:00:00,30/12/1899 07:21:02,Cristo Rey S-N
145,MVV979,2/2/2018 00:00:00,30/12/1899 07:35:28,Carrefour Apolo - Puente 4 Sur
146,FAV822,2/2/2018 00:00:00,30/12/1899 07:40:46,Bodegas Olaya
147,MNT890,2/2/2018 00:00:00,30/12/1899 07:45:29,Servientrega - D
148,HFK128,2/2/2018 00:00:00,30/12/1899 09:01:14,Premium Plaza
149,MNN689,2/2/2018 00:00:00,30/12/1899 09:03:37,Tugo II
150,LJA075,2/2/2018 00:00:00,30/12/1899 09:07:41,Tugo II
151,MOP747,2/2/2018 00:00:00,30/12/1899 09:16:08,Bomba Esso - Las Vegas
152,FAV822,2/2/2018 00:00:00,30/12/1899 09:18:14,La Iguana
153,EKV319,2/2/2018 00:00:00,30/12/1899 09:31:12,Sauces
154,LJA075,2/2/2018 00:00:00,30/12/1899 09:32:41,Servientrega - R
155,KIW930,2/2/2018 00:00:00,30/12/1899 09:33:06,Sauces
156,FAN580,2/2/2018 00:00:00,30/12/1899 09:39:20,Sauces
157,EKV319,2/2/2018 00:00:00,30/12/1899 09:45:05,Cristo Rey N-S
158,LJA075,2/2/2018 00:00:00,30/12/1899 09:52:32,exito de la 70
159,FCL797,2/2/2018 00:00:00,30/12/1899 10:01:29,Bomba Esso - Las Vegas
160,DHY119,2/2/2018 00:00:00,30/12/1899 10:06:03,10 Hotel
161,EKV319,2/2/2018 00:00:00,30/12/1899 10:26:07,Tugo II
162,EKV319,2/2/2018 00:00:00,30/12/1899 10:31:09,Servientrega - R
163,EKM027,2/2/2018 00:00:00,30/12/1899 10:32:09,exito del Poblado
164,KBT964,2/2/2018 00:00:00,30/12/1899 10:39:37,10 Hotel
165,KBT964,2/2/2018 00:00:00,30/12/1899 10:50:01,Servientrega - D
166,EKW374,2/2/2018 00:00:00,30/12/1899 10:52:54,Servientrega - D
167,EKR425,2/2/2018 00:00:00,30/12/1899 10:53:39,Chuscalito las Palmas
168,EKK801,2/2/2018 00:00:00,30/12/1899 10:58:36,Fatima
169,EKR425,2/2/2018 00:00:00,30/12/1899 10:58:47,Las Palmas
170,FAN580,2/2/2018 00:00:00,30/12/1899 11:07:52,Barrio Antioquia
171,EWX390,2/2/2018 00:00:00,30/12/1899 11:53:34,Campos de Paz
172,MNS963,2/2/2018 00:00:00,30/12/1899 12:07:39,Guayabal
173,MNM244,2/2/2018 00:00:00,30/12/1899 12:09:18,Cementerio Universal
174,CKG936,2/2/2018 00:00:00,30/12/1899 12:13:55,Carrefour Apolo - Puente 4 Sur
175,MOL508,2/2/2018 00:00:00,30/12/1899 12:32:28,Palo x Huevo 
176,MMA209,2/2/2018 00:00:00,30/12/1899 12:55:11,Carrefour Apolo - Puente 4 Sur
177,MNN689,2/2/2018 00:00:00,30/12/1899 12:57:00,Campos de Paz
178,MNT201,2/2/2018 00:00:00,30/12/1899 13:02:32,10 Hotel
179,KMR566,2/2/2018 00:00:00,30/12/1899 13:40:23,exito del Poblado
180,FAU466,2/2/2018 00:00:00,30/12/1899 13:42:02,Servientrega - D
181,KHG517,2/2/2018 00:00:00,30/12/1899 13:57:28,Transversal Superior
182,FAU466,2/2/2018 00:00:00,30/12/1899 14:04:38,Almendros
183,KBT964,2/2/2018 00:00:00,30/12/1899 14:07:34,Bomba Esso - Las Vegas
184,MNP119,2/2/2018 00:00:00,30/12/1899 14:35:20,Fatima
185,MNT418,2/2/2018 00:00:00,30/12/1899 14:39:31,exito del Poblado
186,FAU466,2/2/2018 00:00:00,30/12/1899 14:51:35,Bomba Esso - Las Vegas
187,FAU466,2/2/2018 00:00:00,30/12/1899 14:56:59,exito del Poblado
188,MNN689,2/2/2018 00:00:00,30/12/1899 14:58:56,Carrefour Apolo - Puente 4 Sur
189,MSR546,2/2/2018 00:00:00,30/12/1899 15:00:28,Las Palmas
190,FCV756,2/2/2018 00:00:00,30/12/1899 15:02:46,10 Hotel
191,CKG936,2/2/2018 00:00:00,30/12/1899 15:12:58,Tugo II
192,CKG936,2/2/2018 00:00:00,30/12/1899 15:20:38,Servientrega - R
193,DHY119,2/2/2018 00:00:00,30/12/1899 15:34:47,Carrefour Apolo - Puente 4 Sur
194,FAM813,2/2/2018 00:00:00,30/12/1899 15:56:12,Bodegas Olaya
195,KMR566,2/2/2018 00:00:00,30/12/1899 15:58:31,Servientrega - D
196,EKW374,2/2/2018 00:00:00,30/12/1899 16:04:22,Carrefour Apolo - Puente 4 Sur
197,ABT037,2/2/2018 00:00:00,30/12/1899 16:04:56,Carrefour Apolo - Puente 4 Sur
198,FHJ225,2/2/2018 00:00:00,30/12/1899 16:08:46,Servientrega - R
199,MNQ682,2/2/2018 00:00:00,30/12/1899 16:13:53,Mondongos
200,KMR566,2/2/2018 00:00:00,30/12/1899 16:14:49,Fatima
201,EKK801,2/2/2018 00:00:00,30/12/1899 16:20:51,Guayabal
202,EKK801,2/2/2018 00:00:00,30/12/1899 16:34:56,Campos de Paz
203,EKR425,2/2/2018 00:00:00,30/12/1899 16:35:49,Don Quijote
204,EKK801,2/2/2018 00:00:00,30/12/1899 16:40:37,Aeroparque Juan Pablo II
205,EKR425,2/2/2018 00:00:00,30/12/1899 16:41:05,Almendros
206,KHS186,2/2/2018 00:00:00,30/12/1899 16:43:25,Bomba Esso - Las Vegas
207,EKN739,2/2/2018 00:00:00,30/12/1899 16:45:03,Alpujarra - R
208,DHY119,2/2/2018 00:00:00,30/12/1899 16:46:34,Campos de Paz
209,FAM813,2/2/2018 00:00:00,30/12/1899 17:12:53,Zoologico Santa Fe
210,KJB229,2/2/2018 00:00:00,30/12/1899 17:26:20,Alpujarra - R
211,MFV141,2/2/2018 00:00:00,30/12/1899 17:27:38,Tugo II
212,BRK342,2/2/2018 00:00:00,30/12/1899 17:36:55,Premium Plaza
213,FAN580,2/2/2018 00:00:00,30/12/1899 17:49:14,Sauces
214,HFK128,2/2/2018 00:00:00,30/12/1899 17:51:07,Premium Plaza
215,FAN580,2/2/2018 00:00:00,30/12/1899 18:11:10,Barrio Antioquia
216,MMS511,2/2/2018 00:00:00,30/12/1899 18:49:42,Alpujarra - R
217,FBX643,2/2/2018 00:00:00,30/12/1899 18:51:59,exito de la 70
218,FBP847,2/2/2018 00:00:00,30/12/1899 19:31:11,Premium Plaza
219,MMX927,2/2/2018 00:00:00,30/12/1899 19:40:59,Cementerio Universal
220,FAV822,2/2/2018 00:00:00,30/12/1899 19:50:46,Carrefour Apolo - Puente 4 Sur
221,MSR546,2/2/2018 00:00:00,30/12/1899 19:54:56,Premium Plaza
222,KMR566,2/2/2018 00:00:00,30/12/1899 19:57:59,exito de la 70
223,KHO508,2/2/2018 00:00:00,30/12/1899 20:21:23,Chuscalito las Palmas
224,FBP847,2/2/2018 00:00:00,30/12/1899 20:27:37,Servientrega - D
225,FBP847,2/2/2018 00:00:00,30/12/1899 20:33:21,CAI Minorista 
226,KIX871,2/2/2018 00:00:00,30/12/1899 21:14:12,Campos de Paz
227,KHG517,2/2/2018 00:00:00,30/12/1899 21:30:31,Transversal Superior
228,KHG517,2/2/2018 00:00:00,30/12/1899 21:57:36,Servientrega - D
229,EKR425,2/2/2018 00:00:00,30/12/1899 22:17:14,Servientrega - D
230,KIX871,2/2/2018 00:00:00,30/12/1899 22:41:01,La Mota
231,NAN805,2/2/2018 00:00:00,30/12/1899 22:41:12,Don Quijote
232,KIX871,2/2/2018 00:00:00,30/12/1899 22:46:04,Fabrica de Licores
233,EKU521,2/2/2018 00:00:00,30/12/1899 22:55:15,Servientrega - R
234,DFW940,2/2/2018 00:00:00,30/12/1899 22:57:22,Tugo II
235,DFW940,2/2/2018 00:00:00,30/12/1899 23:00:48,Servientrega - R
236,MFU724,2/2/2018 00:00:00,30/12/1899 23:14:47,Mondongos
237,KHG517,2/2/2018 00:00:00,30/12/1899 23:31:57,Bodegas Olaya
238,FAV822,2/2/2018 00:00:00,30/12/1899 23:48:51,Tugo II
239,FAV822,2/2/2018 00:00:00,30/12/1899 23:52:10,Servientrega - R
240,DHY119,22/1/2018 00:00:00,30/12/1899 05:45:51,Aeroparque Juan Pablo II
241,DHY119,22/1/2018 00:00:00,30/12/1899 06:07:28,10 Hotel
242,ITX936,22/1/2018 00:00:00,30/12/1899 06:12:21,La Mota
243,MNP119,22/1/2018 00:00:00,30/12/1899 06:13:59,Fatima
244,ITX936,22/1/2018 00:00:00,30/12/1899 06:26:48,Fabrica de Licores
245,KAP313,22/1/2018 00:00:00,30/12/1899 06:41:04,Chuscalito las Palmas
246,KAP313,22/1/2018 00:00:00,30/12/1899 06:45:48,Las Palmas
247,MNO034,22/1/2018 00:00:00,30/12/1899 06:51:44,Chuscalito las Palmas
248,ELM925,22/1/2018 00:00:00,30/12/1899 06:53:30,exito del Poblado
249,MNO034,22/1/2018 00:00:00,30/12/1899 07:06:09,Chuscalito las Palmas
250,MNO034,22/1/2018 00:00:00,30/12/1899 07:10:42,Las Palmas
251,MNO034,22/1/2018 00:00:00,30/12/1899 07:14:49,Premium Plaza
252,FGJ136,22/1/2018 00:00:00,30/12/1899 07:21:44,Tugo II
253,FGJ136,22/1/2018 00:00:00,30/12/1899 07:24:43,Servientrega - R
254,MNS963,22/1/2018 00:00:00,30/12/1899 07:33:03,Cristo Rey N-S
255,MNS963,22/1/2018 00:00:00,30/12/1899 08:15:04,Guayabal
256,BRR124,22/1/2018 00:00:00,30/12/1899 08:20:34,La Iguana
257,DFY102,22/1/2018 00:00:00,30/12/1899 08:21:14,Minorista
258,MNQ310,22/1/2018 00:00:00,30/12/1899 09:01:09,Alpujarra - R
259,MSO352,22/1/2018 00:00:00,30/12/1899 09:24:52,Guayabal
260,EWX390,22/1/2018 00:00:00,30/12/1899 09:45:21,Tugo II
261,EWX390,22/1/2018 00:00:00,30/12/1899 09:48:18,Servientrega - R
262,KIZ412,22/1/2018 00:00:00,30/12/1899 09:57:46,Servientrega - D
263,MNS963,22/1/2018 00:00:00,30/12/1899 10:24:20,Cristo Rey N-S
264,EKR425,22/1/2018 00:00:00,30/12/1899 10:25:00,Las Palmas
265,CKG936,22/1/2018 00:00:00,30/12/1899 10:30:17,Cementerio Universal
266,MNJ645,22/1/2018 00:00:00,30/12/1899 10:32:42,Carrefour Apolo - Puente 4 Sur
267,MNS963,22/1/2018 00:00:00,30/12/1899 11:09:10,Guayabal
268,MNP616,22/1/2018 00:00:00,30/12/1899 11:20:29,Aeroparque Juan Pablo II
269,EKU521,22/1/2018 00:00:00,30/12/1899 11:25:27,Guayabal
270,EKU521,22/1/2018 00:00:00,30/12/1899 11:30:28,Cristo Rey S-N
271,EKU521,22/1/2018 00:00:00,30/12/1899 11:32:16,Bodegas Olaya
272,DHY119,22/1/2018 00:00:00,30/12/1899 11:39:14,Aeroparque Juan Pablo II
273,EKW374,22/1/2018 00:00:00,30/12/1899 11:44:16,Servientrega - D
274,DHY119,22/1/2018 00:00:00,30/12/1899 11:51:25,Las Palmas
275,DHY119,22/1/2018 00:00:00,30/12/1899 12:10:08,10 Hotel
276,FAW125,22/1/2018 00:00:00,30/12/1899 12:14:45,La Iguana
277,KHS186,22/1/2018 00:00:00,30/12/1899 13:27:08,Sauces
278,MNA513,22/1/2018 00:00:00,30/12/1899 13:33:38,Palo x Huevo 
279,MNS963,22/1/2018 00:00:00,30/12/1899 13:34:43,Bodegas Olaya
280,FBP847,22/1/2018 00:00:00,30/12/1899 13:42:04,Servientrega - D
281,MNS963,22/1/2018 00:00:00,30/12/1899 13:42:32,Premium Plaza
282,FBP847,22/1/2018 00:00:00,30/12/1899 13:48:11,Minorista
283,MNS963,22/1/2018 00:00:00,30/12/1899 13:51:00,Fatima
284,MMS511,22/1/2018 00:00:00,30/12/1899 14:02:39,Almendros
285,KHG517,22/1/2018 00:00:00,30/12/1899 14:16:19,Las Palmas
286,EKK801,22/1/2018 00:00:00,30/12/1899 14:16:45,Alpujarra - R
287,MSO352,22/1/2018 00:00:00,30/12/1899 14:20:36,Cristo Rey S-N
288,MMS511,22/1/2018 00:00:00,30/12/1899 14:21:22,Las Palmas
289,MMS511,22/1/2018 00:00:00,30/12/1899 14:26:30,Chuscalito las Palmas
290,MNO034,22/1/2018 00:00:00,30/12/1899 14:28:43,Premium Plaza
291,HFK128,22/1/2018 00:00:00,30/12/1899 14:30:40,Zoologico Santa Fe
292,KHO508,22/1/2018 00:00:00,30/12/1899 14:38:39,Parque Juanes
293,FGW001,22/1/2018 00:00:00,30/12/1899 14:40:34,Tugo II
294,KHO508,22/1/2018 00:00:00,30/12/1899 14:42:18,Cementerio Universal
295,DXX951,22/1/2018 00:00:00,30/12/1899 14:42:39,Transversal Superior
296,FGW001,22/1/2018 00:00:00,30/12/1899 14:43:17,Servientrega - R
297,FCK823,22/1/2018 00:00:00,30/12/1899 14:43:55,Transversal Superior
298,MNQ682,22/1/2018 00:00:00,30/12/1899 14:44:22,Mondongos
299,FGU775,22/1/2018 00:00:00,30/12/1899 14:45:56,10 Hotel
300,MSO352,22/1/2018 00:00:00,30/12/1899 14:48:06,Carrefour Apolo - Puente 4 Sur
301,MNQ682,22/1/2018 00:00:00,30/12/1899 14:55:45,10 Hotel
302,ITX936,22/1/2018 00:00:00,30/12/1899 14:58:44,Servientrega - D
303,DXX951,22/1/2018 00:00:00,30/12/1899 15:03:40,Mall Campestre 
304,HFK128,22/1/2018 00:00:00,30/12/1899 15:10:35,Premium Plaza
305,MNQ682,22/1/2018 00:00:00,30/12/1899 15:22:32,Las Palmas
306,EKR425,22/1/2018 00:00:00,30/12/1899 15:34:27,Servientrega - D
307,CKG936,22/1/2018 00:00:00,30/12/1899 15:37:28,Don Quijote
308,HFK128,22/1/2018 00:00:00,30/12/1899 15:38:21,Premium Plaza
309,CKG936,22/1/2018 00:00:00,30/12/1899 15:41:33,Almendros
310,MNO034,22/1/2018 00:00:00,30/12/1899 15:54:11,Las Palmas
311,EWZ301,22/1/2018 00:00:00,30/12/1899 15:56:10,Guayabal
312,MVV979,22/1/2018 00:00:00,30/12/1899 15:57:41,Campos de Paz
313,MNS161,22/1/2018 00:00:00,30/12/1899 15:58:35,Carrefour Apolo - Puente 4 Sur
314,FCL797,22/1/2018 00:00:00,30/12/1899 16:00:24,Premium Plaza
315,MMQ780,22/1/2018 00:00:00,30/12/1899 16:07:52,Alpujarra - R
316,MMS511,22/1/2018 00:00:00,30/12/1899 16:08:15,Chuscalito las Palmas
317,FCL797,22/1/2018 00:00:00,30/12/1899 16:09:22,Fatima
318,MMS511,22/1/2018 00:00:00,30/12/1899 16:14:08,Las Palmas
319,NAN805,22/1/2018 00:00:00,30/12/1899 16:26:34,Carrefour Apolo - Puente 4 Sur
320,MVV979,22/1/2018 00:00:00,30/12/1899 16:29:22,Fabrica de Licores
321,MST604,22/1/2018 00:00:00,30/12/1899 16:47:04,Parque Juanes
322,KIZ412,22/1/2018 00:00:00,30/12/1899 16:47:45,Fatima
323,MST604,22/1/2018 00:00:00,30/12/1899 16:50:18,Cementerio Universal
324,FGJ136,22/1/2018 00:00:00,30/12/1899 17:00:31,Carrefour Apolo - Puente 4 Sur
325,FBX643,22/1/2018 00:00:00,30/12/1899 17:24:28,Zoologico Santa Fe
326,MFU724,22/1/2018 00:00:00,30/12/1899 17:24:50,Transversal Superior
327,KAP313,22/1/2018 00:00:00,30/12/1899 17:26:27,Las Palmas
328,KAP313,22/1/2018 00:00:00,30/12/1899 17:33:32,Chuscalito las Palmas
329,MMW494,22/1/2018 00:00:00,30/12/1899 17:40:12,Palo x Huevo 
